Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Age
F,124,95,32,264.9,137.3,46.6,65.5,9,10.5
M,125,96,34,271.09999999999997,134.20000000000002,53.6,67.7,10,11.5
F,125,98,33,225.4,95.39999999999999,47.3,63.7,9,10.5
F,125,98,35,221.5,89.7,43.3,71.89999999999999,8,9.5
F,126,99,40,285.1,131.8,67.2,76,11,12.5
F,126,99,28.999999999999996,229.4,109.1,53.2,57.699999999999996,9,10.5
M,126,96,33,257.2,120.8,54.2,70,8,9.5
F,127,99,36,319.20000000000005,123.4,63.4,74,11,12.5
F,127,99,39,259.4,111.20000000000002,59.699999999999996,74,11,12.5
M,129,98,32,250.2,107.1,66.9,63.3,9,10.5
M,129,100,35,302.09999999999997,134.7,75.1,75.5,12,13.5
F,130,100,37,288.3,148.2,59.099999999999994,68.2,9,10.5
M,134,104,38,327.7,162.3,73.8,78.2,9,10.5
F,138,109.00000000000001,41,386.6,157.1,85.8,99.6,13,14.5
M,138,108,37,342,154.5,77.10000000000001,86.5,8,9.5
F,139,110.00000000000001,31,369.9,153.4,88.4,83.5,10,11.5
M,139,105,35,348.4,139.2,77.8,101,12,13.5
F,140,114.99999999999999,41,359.5,145.9,78.7,103.3,13,14.5
F,141,112.00000000000001,41,476.19999999999993,198.3,100.1,124.8,10,11.5
M,153,117,36,479.6,225.59999999999997,102.4,106.69999999999999,12,13.5
M,154,120,43,438.90000000000003,210.3,96.39999999999999,116.8,10,11.5
I,44,32,10,9.8,4.3,2,3,4,5.5
I,55.00000000000001,41,14.000000000000002,21.099999999999998,99,3.8,6.3,5,6.5
I,57.99999999999999,42,12,20.9,8.3,4.3999999999999995,7.000000000000001,5,6.5
I,66,48,15,32.6,14.899999999999999,6.6000000000000005,9.6,6,7.5
I,71,56.99999999999999,19,45.5,19.1,9.5,14.299999999999999,6,7.5
I,75,57.99999999999999,20,43.8,18.5,7.6,15,6,7.5
I,83,63,20,72.89999999999999,35.3,15.9,19,8,9.5
I,85,66,23,65.3,26.3,15.4,20.599999999999998,6,7.5
I,85,68,20,70.3,32.5,16.400000000000002,18.8,7,8.5
I,86,64,20,69.3,32.7,16,18,7,8.5
I,88,68,20,81.39999999999999,41.8,14.7,20.599999999999998,7,8.5
I,88,67,23,84.3,34.599999999999994,15.299999999999999,22.6,7,8.5
I,92,69,22,75.1,30.5,11.600000000000001,25,7,8.5
I,92,74,24,106.69999999999999,52.900000000000006,21.6,26.900000000000002,6,7.5
I,93,71,21,88.4,41.699999999999996,19.5,23.7,7,8.5
I,95,73,20,26.3,40.5,17.5,24.6,7,8.5
I,95,75,23,104.1,46.6,23.799999999999997,29.099999999999998,7,8.5
I,97,75,26,110.7,53.2,22.400000000000002,31.4,8,9.5
I,98,75,25,108.89999999999999,55.800000000000004,23,26,8,9.5
M,98,76,22,110.80000000000001,58.699999999999996,20.1,30,8,9.5
I,99,76,24,102.4,46.6,24.099999999999998,27.200000000000003,7,8.5
I,100,78,25,116.6,58.8,26.400000000000002,32.1,8,9.5
M,100,76,24,115.3,54.6,27,28.999999999999996,9,10.5
M,101,80,27,144.6,75.4,29.799999999999997,35.6,7,8.5
I,102,79,31,107.89999999999999,49.3,21.7,33.4,8,9.5
I,102,77,30,125,61.9,23.799999999999997,34.5,8,9.5
I,103,80,25,118.5,53,23.5,33.6,9,10.5
I,104,79,27,126.6,59.699999999999996,25.900000000000002,35,9,10.5
F,109.00000000000001,86,28.000000000000004,166.4,87.1,34,40.2,9,10.5
M,109.00000000000001,84,28.999999999999996,155.6,74.9,30.9,41,7,8.5
M,109.00000000000001,84,24,157.29999999999998,80.60000000000001,37,34,7,8.5
F,109.00000000000001,80,28.000000000000004,155.6,73.6,43,36,9,10.5
I,110.00000000000001,84,26,127.2,58.8,28.799999999999997,35.099999999999994,8,9.5
F,110.00000000000001,88,27,168.70000000000002,86.8,39.900000000000006,37,8,9.5
I,111.00000000000001,85,26,129.6,56.699999999999996,26.6,42.1,8,9.5
M,112.99999999999999,86,26,156.8,69.89999999999999,37.7,42.6,9,10.5
F,113.99999999999999,90,36,181.6,80.30000000000001,43.4,51,9,10.5
M,113.99999999999999,90,27,204,109.2,40.8,50,9,10.5
F,113.99999999999999,86,32,162.20000000000002,77.5,31.8,45.7,9,10.5
F,114.99999999999999,96,30,179.4,84.7,38.1,49.6,8,9.5
M,115.99999999999999,91,26,170.4,82,34.5,45,8,9.5
F,117,90,30,187.6,93.4,40.6,45,7,8.5
F,117,87,28.000000000000004,139.1,61.7,25.8,44.9,8,9.5
M,118,94,30,172.2,82.6,32.800000000000004,49.8,8,9.5
M,118,92,28.000000000000004,200.8,99.2,43.3,52,9,10.5
F,118,92,32,202.3,89,52.300000000000004,51.300000000000004,8,9.5
F,119,93,30,220.1,108.3,33.2,53,8,9.5
M,119,94,33,221.60000000000002,98.3,46.5,66.9,9,10.5
M,119,92,28.000000000000004,170.4,84.3,45.1,45.4,9,10.5
M,120,98,42,397.5,200.99999999999997,83.8,98.2,10,11.5
F,121,96,30,215.79999999999998,90.10000000000001,56.699999999999996,58.599999999999994,10,11.5
F,123,95,34,211,108.60000000000001,49.2,46.9,9,10.5
M,123,90,30,239.6,141.4,41.9,50.1,7,8.5
F,123,94,31,216.8,117.7,41.8,49.2,9,10.5
M,123,95,35,220.6,92.7,61.9,54.50000000000001,10,11.5
M,124,98,31,220.00000000000003,101,49.5,62,9,10.5
M,124,96,30,220.29999999999998,99.3,48.6,61,10,11.5
M,125,99,37,276.7,142.1,60.099999999999994,69,11,12.5
F,125,98,31,223,96.8,55.400000000000006,61.9,9,10.5
M,125,96,28.999999999999996,217,92.9,48.9,65.4,10,11.5
M,126,101,30,263.3,126.49999999999999,49.3,74,11,12.5
M,126,102,35,268.29999999999995,131.5,52.400000000000006,75,10,11.5
M,126,93,30,205.39999999999998,107.4,37.6,35.199999999999996,8,9.5
M,129,103,32,236.90000000000003,101.2,62.2,67,9,10.5
M,129,96,30,238.39999999999998,121.10000000000001,51.9,56.99999999999999,9,10.5
F,129,104,36,257,115.5,70.39999999999999,63.4,9,10.5
M,130,103,25,236.10000000000002,104.69999999999999,56.599999999999994,65.5,9,10.5
M,130,104,35,253.10000000000002,123,55.50000000000001,67.2,9,10.5
F,130,107,35,257.90000000000003,121.9,55.300000000000004,68.8,10,11.5
M,130,102,31,281.4,144.3,59.599999999999994,67,9,10.5
F,130,98,31,224.40000000000003,109.00000000000001,45.6,61.1,9,10.5
M,132,103,33,289.29999999999995,138.79999999999998,59.599999999999994,75.1,10,11.5
F,133,101,33,269.8,119.7,63.5,72,9,10.5
M,134,100,40,253.79999999999998,115.19999999999999,59.699999999999996,70.19999999999999,11,12.5
M,134,102,36,336,185.20000000000002,59.5,78.7,13,14.5
F,135,110.00000000000001,38,310.2,142.1,73.7,82.39999999999999,13,14.5
M,136,104,33,295.5,144.79999999999998,55.800000000000004,81.2,11,12.5
M,136,106,36,305.79999999999995,152.7,62.3,80.5,11,12.5
M,140,105,35,351.7,174.9,72.3,94,10,11.5
M,140,110.00000000000001,40,304.59999999999997,138.6,61.199999999999996,88.1,13,14.5
F,145,106,38,346.3,166,79.60000000000001,81,11,12.5
M,145,110.00000000000001,40,302,174.70000000000002,85.3,101.69999999999999,9,10.5
M,147,113.99999999999999,35,376,181.9,77.4,97.6,11,12.5
F,148,114.99999999999999,44,402.4,178.29999999999998,105.3,94.19999999999999,12,13.5
M,150,111.00000000000001,43,440.2,212.3,104.69999999999999,105.69999999999999,11,12.5
I,38,28.000000000000004,6,6.3,2.5,1,2.1,3,4.5
I,42,30,9,8,2.7,1.6,2.1,4,5.5
I,50,35,12,12.7,5.5,1.6,4,4,5.5
I,57.99999999999999,43,13,19.7,8.5,4.2,6.2,5,6.5
I,67,50,16,33.4,13.5,6.5,11.5,6,7.5
I,68,49,17,40.300000000000004,20.1,7.6,10.6,6,7.5
I,69,51,19,36.6,15,7.7,12,6,7.5
I,71,51,16,37.4,15.6,10.100000000000001,11.600000000000001,7,8.5
I,72,52,16,35.9,14.799999999999999,6.3,12,5,6.5
I,74,55.00000000000001,18,41.3,19.2,7.9,11.600000000000001,7,8.5
I,75,57.99999999999999,28.000000000000004,60,28.000000000000004,12.5,16.5,8,9.5
I,75,55.00000000000001,19,45.9,19,10.9,13.200000000000001,7,8.5
I,77,60,25,68.60000000000001,34.1,14.7,16.2,7,8.5
I,77,56.99999999999999,17,48.8,24.3,8.9,13.600000000000001,8,9.5
I,79,64,20,61.5,29.799999999999997,10.7,18,8,9.5
I,80,61,20,68.30000000000001,35.199999999999996,12.5,17.299999999999997,7,8.5
I,81,61,20,54.2,19.3,12.2,18.2,7,8.5
I,81,62,22,182,83.2,41.5,19.900000000000002,8,9.5
I,81,61,20,53.6,22.900000000000002,10.6,17,7,8.5
I,81,60,18,57.699999999999996,27.6,12.7,15.299999999999999,6,7.5
I,82,63,20,60,24.8,11.5,20,8,9.5
I,82,65,22,65.2,26.5,15,20.200000000000003,8,9.5
I,83,67,20,71.6,33.800000000000004,13.4,21,7,8.5
I,84,65,23,62.8,25.900000000000002,12.7,20,8,9.5
I,84,63,22,80.5,37.1,16.6,20.3,8,9.5
I,86,68,22,72.89999999999999,31.8,17.1,21,7,8.5
I,89,72,22,84.7,36.4,15.299999999999999,28.000000000000004,9,10.5
M,90,65,23,86.1,44.7,15.7,23.1,8,9.5
I,90,67,19,70.1,32.300000000000004,12.5,23.7,7,8.5
I,91,68,23,97.2,52.2,13.100000000000001,26.3,8,9.5
I,92,70,20,94.19999999999999,50.4,15.4,24.6,8,9.5
I,92,69,21,83,37.4,17.4,22,8,9.5
I,95,71,23,103.89999999999999,55.800000000000004,17.599999999999998,26.5,7,8.5
M,96,75,24,117.9,50.7,25.6,34.4,11,12.5
I,97,76,25,104.3,44.3,23.599999999999998,32,8,9.5
I,97,73,28.000000000000004,89.5,37.9,18.5,46.1,8,9.5
I,98,73,25,111.7,50.4,25.2,32.300000000000004,10,11.5
I,101,77,25,119.19999999999999,49,19.400000000000002,42,9,10.5
I,101,76,27,107.69999999999999,52.900000000000006,19,33,9,10.5
I,102,77,28.999999999999996,153.29999999999998,79.7,28.000000000000004,36.1,8,9.5
F,103,79,27,103.2,40.300000000000004,26.400000000000002,32.4,9,10.5
M,103,82,28.000000000000004,147.10000000000002,61.3,27.400000000000002,40,7,8.5
I,103,78,22,106.2,48.3,19.6,32.300000000000004,8,9.5
I,105,77,26,121.39999999999999,47.099999999999994,25,39,8,9.5
F,105,83,30,141.1,65.8,29.4,39.800000000000004,10,11.5
I,105,80,26,128.9,69,25.7,40,8,9.5
I,105,75,24,126.29999999999998,60.9,22.8,38,9,10.5
M,107,86,31,156.9,65.7,33.800000000000004,49,10,11.5
F,109.00000000000001,88,30,189.5,73.2,47.8,55.00000000000001,8,9.5
I,110.00000000000001,86,28.999999999999996,142.4,60.5,30.4,45,10,11.5
I,110.00000000000001,85,28.999999999999996,178,86.5,34.2,47.199999999999996,10,11.5
I,110.00000000000001,84,31,182.4,99,36.1,41,9,10.5
I,110.00000000000001,85,27,131.20000000000002,51.4,34,40.6,10,11.5
I,110.00000000000001,93,30,187.20000000000002,96.2,34.8,48.699999999999996,9,10.5
I,111.00000000000001,87,28.999999999999996,139.5,52.400000000000006,31.5,48,11,12.5
F,111.00000000000001,89,35,229.3,110.2,48.8,55.7,8,9.5
I,112.00000000000001,88,28.000000000000004,165,80.4,27.800000000000004,49,10,11.5
I,112.00000000000001,87,27,144,65.8,20.599999999999998,50.2,11,12.5
I,112.99999999999999,86,30,164.3,66.4,33.7,57.99999999999999,11,12.5
F,113.99999999999999,89,31,203.39999999999998,105.3,40.5,53,10,11.5
F,114.99999999999999,87,31,179.5,82.3,46.5,46,9,10.5
M,115.99999999999999,88,35,245.1,108.1,54.1,65.3,10,11.5
F,115.99999999999999,93,28.999999999999996,197.3,94,43.1,50,11,12.5
F,115.99999999999999,85,30,168.79999999999998,72.89999999999999,37,54.1,9,10.5
I,117,92,28.999999999999996,169.3,67.80000000000001,33.4,59,10,11.5
M,117,93,33,177,80.5,32.5,54.800000000000004,10,11.5
I,117,84,28.999999999999996,134.7,57.9,26.900000000000002,44,9,10.5
F,117,91,26,175.1,82.19999999999999,41.3,45,8,9.5
M,118,94,28.999999999999996,184.7,90.9,34.599999999999994,50.8,9,10.5
M,118,95,28.000000000000004,195.4,92.5,40.5,55.00000000000001,10,11.5
M,119,95,28.000000000000004,206.1,98.5,43.4,55.60000000000001,10,11.5
M,120,96,18,210,91.4,53.7,56.00000000000001,8,9.5
M,120,99,37,222.9,101.1,52.7,73.4,11,12.5
M,120,90,28.999999999999996,175.4,86.5,31,48,9,10.5
M,120,102,37,257,121.9,54.900000000000006,63,9,10.5
M,122,96,37,261.3,137.9,58.3,57.99999999999999,10,11.5
F,122,90,26,174.5,77.8,34.300000000000004,54.400000000000006,11,12.5
F,123,92,30,205.29999999999998,98.7,40.2,54.900000000000006,10,11.5
F,124,93,28.000000000000004,232.10000000000002,120.10000000000001,43.9,61.4,9,10.5
F,124,96,33,202.5,106.5,87.3,64.8,10,11.5
M,125,100,28.000000000000004,219.20000000000002,108.89999999999999,43.3,59,10,11.5
M,125,98,33,241,103.49999999999999,62.1,69.3,10,11.5
M,126,101,35,244.20000000000002,111.00000000000001,50.4,68,12,13.5
F,126,95,31,200.1,90.4,50.4,53,10,11.5
M,126,94,30,227.1,107.80000000000001,46.5,62.3,12,13.5
M,126,105,39,262.7,98.7,51.300000000000004,93,10,11.5
M,128,101,31,239.1,111.3,42.199999999999996,69.19999999999999,11,12.5
M,128,97,30,219.60000000000002,103.89999999999999,44.4,63.5,10,11.5
M,128,99,34,227.8,107.89999999999999,56.39999999999999,56.99999999999999,10,11.5
F,128,99,34,245.29999999999998,98,75.4,57.49999999999999,11,12.5
M,128,103,16,208.4,103,35.099999999999994,35,10,11.5
M,130,104,31,273.6,123.70000000000002,57.599999999999994,73,9,10.5
M,130,102,35,289.2,129.7,54.1,90,12,13.5
F,132,101,38,280.90000000000003,125.1,67.5,74.9,9,10.5
F,132,105,40,292.6,130.5,59.9,84.39999999999999,11,12.5
F,135,105,34,342.2,167.3,70.39999999999999,95,9,10.5
M,140,108,41,348,157.7,74.6,97.3,13,14.5
F,141,108,41,351.4,165.3,83.39999999999999,92.2,9,10.5
M,142,112.99999999999999,40,320.2,141.2,64.2,90,11,12.5
M,144,110.00000000000001,41,433,221.1,105,80.80000000000001,10,11.5
M,145,113.99999999999999,38,466.09999999999997,250.59999999999997,108.2,104,9,10.5
I,48,34,10,10.9,4.1000000000000005,3.2,3.1,5,6.5
I,51,39,11,14.499999999999998,5.7,3.4000000000000004,4.2,4,5.5
I,55.00000000000001,40,11,18.5,7.6,4.2,5.2,4,5.5
I,64,47,18,36.6,19.6,6.7,8.4,7,8.5
I,65,48,15,30.5,14.399999999999999,12.9,8.6,6,7.5
I,66,45,15,37.4,18.9,7.9,8.5,7,8.5
I,72,54,18,46.400000000000006,24,8.7,11.200000000000001,8,9.5
I,75,53,19,39.2,17,8.4,11.700000000000001,5,6.5
I,75,56.99999999999999,18,50.9,23.799999999999997,11.899999999999999,13.5,6,7.5
I,78,57.99999999999999,18,52.5,23.400000000000002,10.8,15.4,7,8.5
I,90,67,21,72.39999999999999,31.5,15.9,21.9,7,8.5
I,91,70,21,88.9,42.6,21.4,22.3,7,8.5
I,92,73,23,102.2,47.3,23.599999999999998,24.6,7,8.5
I,99,75,24,117.8,61.5,24.3,28.1,8,9.5
M,100,73,26,118.9,61.8,21.7,30.7,9,10.5
I,100,75,24,105.80000000000001,44.7,24.6,32,8,9.5
M,104,80,21,174.4,90.3,32.300000000000004,39.7,9,10.5
I,104,79,28.999999999999996,154,84.8,28.4,37.9,7,8.5
F,105,86,27,168.70000000000002,86.5,36,36.3,9,10.5
M,107,81,28.000000000000004,163.6,80.4,34.300000000000004,37.8,7,8.5
F,108,84,28.000000000000004,160.7,76,36.1,42,9,10.5
F,108,83,30,162.3,77.5,37.5,40.699999999999996,9,10.5
F,113.99999999999999,85,26,156.4,73.9,34.9,39.300000000000004,8,9.5
M,113.99999999999999,84,28.000000000000004,174.9,83.2,33,50,8,9.5
M,115.99999999999999,89,32,196.8,98,40.2,54,9,10.5
F,115.99999999999999,89,27,190,96.8,36.4,46.5,8,9.5
M,118,94,31,234.7,124.9,46.6,51.9,9,10.5
F,118,91,30,195.2,93,41.099999999999994,55.300000000000004,10,11.5
M,118,97,31,215.7,90.7,48.699999999999996,62,9,10.5
M,119,87,32,211.39999999999998,85.1,44.800000000000004,62,9,10.5
M,120,95,35,222.00000000000003,102.1,51.2,56.99999999999999,9,10.5
M,120,90,32,228.39999999999998,107.80000000000001,45,61.4,10,11.5
M,121,95,38,225.1,118,49.4,52,10,11.5
F,124,96,34,220.9,107,50,57.4,10,11.5
M,125,95,35,268.1,131.20000000000002,56.599999999999994,67.4,10,11.5
M,125,100,26,216.4,115.7,40.9,50,8,9.5
F,125,97,32,250.8,118.19999999999999,51.800000000000004,69.69999999999999,9,10.5
M,126,98,33,240.09999999999997,114.99999999999999,54.6,58.8,10,11.5
M,126,97,32,248.60000000000002,124.6,55.00000000000001,60,10,11.5
F,127,102,37,257.2,105.2,59,82.1,12,13.5
F,129,98,32,233.3,98.7,63.1,59.8,9,10.5
F,129,98,32,228.79999999999998,100.29999999999998,57.8,63.800000000000004,8,9.5
F,130,105,38,277,177.5,61.9,81,11,12.5
F,131,103,31,261.8,104.80000000000001,69.19999999999999,77,11,12.5
F,131,103,34,305.4,169.70000000000002,52.7,66.2,11,12.5
M,133,103,38,327.7,166.2,71.5,74.2,11,12.5
M,139,108,39,338.2,153.6,72.6,95.1,11,12.5
F,144,112.99999999999999,36,343.8,169.3,81.39999999999999,77.5,11,12.5
F,144,110.00000000000001,36,304,127.4,65,87,10,11.5
F,144,112.99999999999999,34,322.6,144.6,65.10000000000001,98.9,12,13.5
M,147,113.99999999999999,42,447.1,234.10000000000002,92.60000000000001,106.3,10,11.5
M,148,119,38,464.70000000000005,229.9,102.3,101,11,12.5
I,62,46,14.000000000000002,24.9,10.100000000000001,5.3,7.6,6,7.5
I,63,47,15,25.7,10.2,5.6000000000000005,8.1,4,5.5
I,64,41,16,36.199999999999996,17.599999999999998,6.800000000000001,9.9,5,6.5
I,65,50,15,31.7,15,6.1,9.1,6,7.5
I,67,52,18,39.300000000000004,17.5,8.200000000000001,11.200000000000001,7,8.5
I,74,56.00000000000001,17,39.6,16.1,9.1,11.600000000000001,5,6.5
I,74,54,18,37.1,14.000000000000002,8.5,13,7,8.5
I,75,56.00000000000001,17,42.9,17.1,9.700000000000001,14.399999999999999,7,8.5
I,80,63,18,64.9,30.2,14.6,17.599999999999998,8,9.5
I,82,61,19,52.5,20,10.299999999999999,18,6,7.5
I,85,68,20,74.2,30,17.299999999999997,23,8,9.5
I,87,67,19,59.599999999999994,21.8,11.600000000000001,23,7,8.5
I,89,62,18,67.2,31.1,18,17.1,7,8.5
I,92,72,28.000000000000004,89.4,32.2,17.4,32,9,10.5
F,93,70,22,81.69999999999999,33,20.4,26.200000000000003,8,9.5
I,94,77,26,117.39999999999999,52.800000000000004,23.400000000000002,34.8,8,9.5
I,95,75,22,98.8,42.199999999999996,21.8,30.9,8,9.5
I,99,75,24,122.8,57.099999999999994,27.3,32.2,8,9.5
I,100,78,26,101.49999999999999,42.3,20.8,35.099999999999994,9,10.5
I,100,74,24,108.89999999999999,49.8,21.3,30.4,8,9.5
I,101,85,25,122.30000000000001,49,27.500000000000004,40,9,10.5
I,101,80,25,112.1,45.1,28.7,34,8,9.5
M,101,73,23,104.2,50,19.2,30,8,9.5
I,102,80,28.999999999999996,115.5,46.2,28.599999999999998,35.4,9,10.5
I,102,80,25,118.7,47.8,26,40.8,8,9.5
I,104,80,22,119.39999999999999,58.699999999999996,23.1,32,8,9.5
M,104,93,30,190.1,91.2,39.800000000000004,51,8,9.5
I,106,76,25,123.2,58.4,22.6,37,8,9.5
M,106,81,30,166.3,70.39999999999999,37.4,50.5,10,11.5
F,107,89,25,174.5,83.39999999999999,39.800000000000004,48,8,9.5
I,108,85,26,163.1,73.5,27.3,49.2,11,12.5
I,108,83,22,123.8,55.1,30,35.3,10,11.5
I,109.00000000000001,86,26,151.89999999999998,71.6,30.599999999999998,41.099999999999994,8,9.5
I,109.00000000000001,86,30,148.4,70.5,31.6,41.6,10,11.5
I,110.00000000000001,87,33,160.8,68,38.800000000000004,48.8,8,9.5
I,110.00000000000001,85,26,132.8,53.900000000000006,32.6,42,8,9.5
F,110.00000000000001,87,28.000000000000004,149,69.39999999999999,34.8,45.300000000000004,9,10.5
I,112.00000000000001,86,26,145.6,67.10000000000001,28.7,43.5,8,9.5
I,112.00000000000001,87,26,155.4,70.8,34.599999999999994,44.4,9,10.5
F,114.99999999999999,85,30,175.29999999999998,91,36,45.6,8,9.5
I,114.99999999999999,91,32,197.9,99,39,49.2,9,10.5
M,114.99999999999999,90,33,193.1,99.6,38,46,8,9.5
M,115.99999999999999,93,30,181.29999999999998,74.2,39.300000000000004,57.99999999999999,8,9.5
M,115.99999999999999,92,30,209.79999999999998,104.1,38.7,61,10,11.5
F,115.99999999999999,90,34,194.1,92.30000000000001,46.400000000000006,49.6,9,10.5
F,115.99999999999999,90,30,184,78.60000000000001,42.4,57.9,9,10.5
M,115.99999999999999,89,30,190.5,86.3,38.9,57.4,11,12.5
F,115.99999999999999,88,25,157.1,72.6,39.1,39,11,12.5
I,117,90,27,171,75.9,37.4,52,9,10.5
M,118,100,30,228.39999999999998,97,53,69,9,10.5
I,118,92,25,151,66.8,30,47.599999999999994,9,10.5
I,118,95,28.999999999999996,194.9,93.5,41.4,51.800000000000004,10,11.5
M,119,94,31,240.3,98.4,77.3,53,10,11.5
M,119,92,34,225.89999999999998,113.99999999999999,51.1,53,10,11.5
I,120,89,27,184.1,89,40.699999999999996,50.6,9,10.5
F,120,96,34,211.20000000000002,91.5,48.699999999999996,62.7,10,11.5
M,120,90,39,268,123.4,65.10000000000001,72.1,10,11.5
F,120,90,30,192.5,87.5,44.5,55.50000000000001,9,10.5
M,120,93,33,209.50000000000003,93,46.9,63,11,12.5
F,121,99,34,218.29999999999998,87.3,54.300000000000004,67,13,14.5
M,121,98,36,233.4,91.4,57.99999999999999,74.9,9,10.5
I,121,96,31,199.9,85,39.7,60,10,11.5
I,122,85,31,209.7,101.4,39.1,54.800000000000004,11,12.5
F,122,94,39,254.70000000000002,93.8,66.3,79.60000000000001,12,13.5
M,122,96,28.000000000000004,212.5,103.2,45,58.3,11,12.5
I,122,98,32,230.9,117.30000000000001,47.699999999999996,58.3,11,12.5
F,123,95,35,238.79999999999998,111.80000000000001,51.800000000000004,63.3,11,12.5
F,123,103,27,224.29999999999998,109.00000000000001,46.1,57.99999999999999,9,10.5
M,123,91,30,186.7,76.4,49.4,52.300000000000004,10,11.5
F,123,99,33,239.6,108.3,57.3,63.7,10,11.5
F,124,95,30,190.9,91,37.3,55.400000000000006,9,10.5
M,124,95,39,271.7,118.7,67.30000000000001,74.9,10,11.5
M,125,99,35,241.5,106.2,56.2,70.5,11,12.5
M,125,103,33,243.4,133.4,41.3,62.3,10,11.5
F,125,100,32,243.4,114.5,41.4,71,11,12.5
F,125,98,28.999999999999996,184,87.4,34.699999999999996,56.00000000000001,10,11.5
M,125,98,24,175.29999999999998,91.2,36,46.6,10,11.5
F,126,96,33,252.3,110.1,55.400000000000006,77.7,10,11.5
M,126,106,36,255.9,123.6,51.2,63,9,10.5
F,126,97,37,233.4,109.60000000000001,49.7,68,10,11.5
M,126,102,34,237.7,98.3,61.3,69.6,7,8.5
F,127,97,38,275.3,126.8,57.699999999999996,81.2,11,12.5
M,127,104,35,258.40000000000003,120,53.800000000000004,73.4,11,12.5
M,127,97,36,235.9,95.7,55.50000000000001,71,10,11.5
F,127,100,38,258,118.6,60.9,70.39999999999999,8,9.5
M,127,103,32,241.5,107.69999999999999,56.39999999999999,69,11,12.5
M,128,101,36,259.4,118,62.5,72.6,11,12.5
M,128,114.99999999999999,35,291.7,125,53.2,87.9,11,12.5
F,129,97,30,230.20000000000002,118.7,46.300000000000004,58.599999999999994,12,13.5
F,129,104,34,239.4,105.2,58.5,63.4,11,12.5
M,129,99,38,307.8,122.30000000000001,81.6,89,12,13.5
M,130,104,39,335.2,138.6,88,94,15,16.5
F,130,112.99999999999999,40,332.90000000000003,150.6,73.4,86,12,13.5
F,131,100,41,305.6,124.30000000000001,74.5,90.7,11,12.5
F,131,103,40,298.8,145.1,61.8,81,12,13.5
F,132,105,32,255.39999999999998,99.5,63.800000000000004,78.8,13,14.5
F,132,105,36,319.3,155.29999999999998,79.4,72.1,10,11.5
F,133,102,35,276.1,135,59.699999999999996,65,10,11.5
I,134,97,35,251.29999999999998,107.1,64.4,77.2,9,10.5
F,134,105,38,305.4,115.10000000000001,70.6,88,12,13.5
M,134,105,34,280.1,143,60.5,77.4,9,10.5
M,134,105,39,288.09999999999997,131.9,53.5,85,9,10.5
M,134,108,35,296.4,147.8,58.5,73,10,11.5
M,136,103,32,246.89999999999998,123.6,52.5,65,11,12.5
F,136,101,34,268.7,131.4,59.4,71,12,13.5
M,137,101,38,306.59999999999997,133.4,81.10000000000001,82,10,11.5
M,138,103,36,368.9,196.3,93.10000000000001,68.2,13,14.5
M,143,110.00000000000001,35,365,187.6,76.1,88,11,12.5
M,144,115.99999999999999,38,417.69999999999993,199.10000000000002,95.6,106.1,13,14.5
M,147,118,41,417.40000000000003,181.8,94.8,125,12,13.5
M,149,114.99999999999999,40,376.79999999999995,190.79999999999998,67.2,99,12,13.5
I,64,43,19,61,28.000000000000004,13.4,17.7,6,7.5
I,86,69,23,85.9,42.4,21.6,21.8,8,9.5
I,86,66,20,89.8,50.8,16.5,19.400000000000002,6,7.5
M,97,73,31,205.79999999999998,84.7,45.7,62.6,8,9.5
M,98,71,31,196.2,93,40.300000000000004,50.1,8,9.5
I,100,74,23,114.9,61.199999999999996,22.400000000000002,28.199999999999996,7,8.5
F,101,76,26,138.6,78.2,23.9,30.3,8,9.5
F,102,74,42,236.60000000000002,101.6,58.4,68.60000000000001,9,10.5
F,105,82,27,158.1,81.3,39.6,35.4,8,9.5
F,107,80,30,244.79999999999998,123.6,55.00000000000001,57.49999999999999,10,11.5
I,107,80,27,155,73.6,41.6,41.099999999999994,8,9.5
M,107,81,35,254.1,109.60000000000001,65.3,67.4,13,14.5
M,111.00000000000001,81,38,281.2,122.30000000000001,68.4,77.8,10,11.5
M,111.00000000000001,85,30,174.6,92.5,36.9,39.300000000000004,9,10.5
M,112.00000000000001,85,27,188.3,101.8,40.300000000000004,39.5,9,10.5
F,118,88,28.000000000000004,201.39999999999998,95.5,42.1,58.5,9,10.5
